Verb_from_#e      	PoS_from_#e       	Rukai_gloss                 	Eng_gloss
pick              	VB,VBP            	siludu                      	pick
play              	VB,VBP            	ki<a><va>vavange            	<RLS><RED>play
play              	VB,VBP            	ki<va>vavange               	<RED>play
play              	VB,VBP            	kivavange                   	play
play              	VB,VBP            	ta-kivavange-ane            	LOC-play-NMLZ
poor              	JJ                	ma-tiakolo                  	STAT.RLS-poor
presbyter         	JJ                	kiacapili                   	presbyter
protect           	VB                	baohu                       	protect
protect           	VB                	kia-libake                  	PASS-protect
public            	JJ                	<L2Mgongkai                 	public
pull              	VB                	labu-labutu                 	RED-pull
pull              	VB                	maka-pili-pili=nga          	can-RED-pull=PFV
pull              	VB                	pa-ngu-druru-druru          	CAUS-NGU-RED-pull
pull              	VB                	w-a-pili-pilipili           	ACT-REAL-RED-pull
pull              	VB                	wa-bili-bilibili            	RLS-RED-pull
pure              	JJ                	<L2M^shengjie               	pure
pure              	JJ                	<L2Mchunjie                 	pure
pure              	JJ                	^shengjiede                 	pure
pure              	JJ                	ma-^bula,\                  	STAT.RLS-pure
put               	VBN,VB,VBD        	kia-pu-lria-lrivale         	PASS-put-RED-ridicule
put               	VBN,VB,VBD        	pa-pu-belelenge             	CAU-put-above
put               	VBN,VB,VBD        	pa-pu-belenge               	CAUs-put-up
put               	VBN,VB,VBD        	pa-si                       	CAUS-put
put               	VBN,VB,VBD        	pa-sia                      	CAUS-put
put               	VBN,VB,VBD        	pi-kay                      	put-this
put               	VBN,VB,VBD        	pia                         	put
put               	VBN,VB,VBD        	pu-a                        	put-RLZ
put               	VBN,VB,VBD        	pu-a                        	put-RLS
put               	VBN,VB,VBD        	pu-a                        	put-REAL
put               	VBN,VB,VBD        	pu-a-lringa-lringaw         	put-RLS-RED-think
put               	VBN,VB,VBD        	pu-a-lringau-lringau-lringau	put-RLS-RED-RED-think
put               	VBN,VB,VBD        	pu-a-pulratuku              	put-RLS-put.in
put               	VBN,VB,VBD        	pu-adringi                  	put-inside
put               	VBN,VB,VBD        	pu-belenge                  	put-above
put               	VBN,VB,VBD        	pu-belenge                  	put-up
put               	VBN,VB,VBD        	pu-cakena=ini               	put-ground=3S.BG
put               	VBN,VB,VBD        	pu-cavili=nga.\             	put-ceremony=PFV
put               	VBN,VB,VBD        	pu-cilri                    	put-throw
put               	VBN,VB,VBD        	pu-dria-dringay             	put-RED-be.good
put               	VBN,VB,VBD        	pu-lebe                     	put-down
put               	VBN,VB,VBD        	pu-lebe-ane                 	put-down-NMLZ
put               	VBN,VB,VBD        	pu-lebe.\                   	put-down
put               	VBN,VB,VBD        	pu-lebe=nga                 	put-down=PFV
put               	VBN,VB,VBD        	pu-lringa-lringaw           	put-RED-think
put               	VBN,VB,VBD        	pu-silu,_                   	put-lazurite
put               	VBN,VB,VBD        	pua                         	put
put               	VBN,VB,VBD        	pua-day-dayli-nga           	put-RED-be.far-PFV
put               	VBN,VB,VBD        	sa-pu-kidremedreme-ane      	NMLZ-put-heart-NMLZ
put               	VBN,VB,VBD        	ta-pi-kay-kay-ane           	NMLZ-put-RED-this-NMLZ
put               	VBN,VB,VBD        	ta-pu-cavi-cavil-ane        	NMLZ-put-RED-ceremony-NMLZ
put               	VBN,VB,VBD        	tara                        	CAUS-put
quiet             	JJ                	icelrebe                    	quiet
raise             	VB                	drakale                     	raise
raise             	VB                	lapu                        	raise
raise             	VB                	lau-lapu                    	Red-raise
raise             	VB                	ngi-drakale                 	self-raise
real              	JJ                	ka-dilrungu-ane             	real-pottery.pot-NMLZ
real              	JJ                	ka-mea-meael-ane            	real-RED-dry-NMZ
real              	JJ                	ka-ni-caeba-ane.\           	real-NMLZ-cover-NMLZ
real              	JJ                	ka-palung-ane               	real-steel.pot-NMLZ
real              	JJ                	ka-silu-ane                 	real-grass.bead-NMLZ
real              	JJ                	ka-vai-ane                  	real-day-NMLZ
real              	JJ                	kuna-tenga-tengane=nga      	KUNA-RED-real=PFV
recall            	VBP               	ngu-lria-lringaw-ta         	NGU-RED-recall=1P(IN).BN
recall            	VBP               	sangu-lria-lria-lringaw-ane=ta	SANGU-RED-RED-recall-NMLZ=1P(IN).BG
recall            	VBP               	sangu-lrialringaw-ane       	let-recall-NMLZ
replace           	VB                	surakele                    	replace
respect           	VB,VBP            	mu-a-sakene                 	go-RLS-respect
rest              	VB                	i<sadra>sadra               	<RED>rest
return            	JJ,VBP            	kaingangai,\                	return
return            	JJ,VBP            	ki-a-saulri-ana             	PASS-RLS-return-first
return            	JJ,VBP            	saulri                      	return
return            	JJ,VBP            	siulri=nga                  	return=PFV
return            	JJ,VBP            	utavanane                   	return
rice              	JJ                	a-aga-ane.\                 	NMLZ-rice-NMLZ
rice              	JJ                	aga                         	rice
rich              	JJ                	ma-esa-esaesya=su           	STAT.RLS-RED-rich=2S.BN
river             	VB                	<L2MhechuanL2M>,\           	river
river             	VB                	<L2MhechuanL2M>,_           	river
river             	VB                	drake^rale,\                	river
river             	VB                	drakerale                   	river
river             	VB                	drakerane                   	river.
river             	VB                	drakerane                   	river
river             	VB                	kavay                       	river
river             	VB                	mu-drakerale                	go-river
river             	VB                	mu-drakerane                	go-river
river             	VB                	mu-valru                    	go-river
river             	VB                	mudrakerane                 	go-river
river             	VB                	valru                       	river
run               	VB                	lay-lay-lay                 	RED-RED-run
run               	VB                	lay-laylay                  	RED-run
run               	VB                	laylay                      	run
run               	VB                	ubere                       	run
running           	VBG               	lay-laylay.\                	RED-running
save              	VB,VBP            	naw-palribulu               	want-save
save              	VB,VBP            	sekete=nga                  	save=PFV
say               	VB,VBP            	a-iya                       	RLS-say
say               	VB,VBP            	a-iya-ane=li                	NMLZ-say-NMLLZ=1S.BG
say               	VB,VBP            	a-iya-ane=li                	NMLZ-say-NMLZ=1S.BG
say               	VB,VBP            	a-iya-ane=li                	RLS-say-NMLZ=1S.BG
say               	VB,VBP            	a-iya-iya                   	RLS-<RED>-say
say               	VB,VBP            	a-lu-iya-ane                	A-when-say-NMLZ
say               	VB,VBP            	a-m-iya-kay                 	RLS-M-say-this
say               	VB,VBP            	a-mati-kay-ane=li           	NMLZ-MATI-say-NMLZ=1S.BG
say               	VB,VBP            	a-miya                      	A-say
say               	VB,VBP            	a-pelaela-ane=li            	A-say-NMLZ=1S.BG
say               	VB,VBP            	a-pelaela-ane=li            	NMLZ-say-NMLZ=1S.BG
say               	VB,VBP            	amia                        	say
say               	VB,VBP            	amia,,\                     	say
say               	VB,VBP            	amia,\                      	say
say               	VB,VBP            	amia-kay                    	say-this
say               	VB,VBP            	amia-mia                    	RED-say
say               	VB,VBP            	amia.\                      	say
say               	VB,VBP            	amia._                      	say
say               	VB,VBP            	amia=aku,\                  	say=1S.BN
say               	VB,VBP            	amiya                       	say
say               	VB,VBP            	amiya=nga=aku               	say=PFV=1S.BN
say               	VB,VBP            	asi-a-mia                   	why-RLS-say
say               	VB,VBP            	asi-amia                    	ASI-say
say               	VB,VBP            	i-pelaela=aku               	FUT-say=1S.BN
say               	VB,VBP            	iya                         	say
say               	VB,VBP            	iya,\                       	say
say               	VB,VBP            	iya-ane                     	say-NMLZ
say               	VB,VBP            	iya-ane,\                   	say-NMLZ
say               	VB,VBP            	iya-ane,_                   	say-NMLZ
say               	VB,VBP            	iya-ane.\                   	say-NMLZ
say               	VB,VBP            	iya-iya                     	say-RED
say               	VB,VBP            	iya-iya                     	RED-say
say               	VB,VBP            	iya-si                      	say-and
say               	VB,VBP            	iya.                        	say
say               	VB,VBP            	iya.\                       	say
say               	VB,VBP            	iya=nga=ta                  	say=PFV=1P(IN).BN
say               	VB,VBP            	iya=su                      	say=2S.BN
say               	VB,VBP            	jiang                       	say
say               	VB,VBP            	la-iya                      	then-say
say               	VB,VBP            	laiye                       	say
say               	VB,VBP            	lri-maka-iya                	FUT-POSS.MOD-say
say               	VB,VBP            	lu-ia                       	if-say
say               	VB,VBP            	lu-iya                      	if-say
say               	VB,VBP            	lu-iya-ane                  	when-say-NMLZ
say               	VB,VBP            	lu-iya=ta                   	IRR-say=2P.BN
say               	VB,VBP            	m<iya>iya                   	<RED>say
say               	VB,VBP            	ma-p<ela>ela                	REC-<RED>say
say               	VB,VBP            	ma-p<ela>ela==              	REC-<RED>say
say               	VB,VBP            	ma-p^<ela>ela               	REC-<RED>say
say               	VB,VBP            	maka-u-riva-riva            	REC-MANNER-RED-say
say               	VB,VBP            	mia                         	say
say               	VB,VBP            	na-iya-ne                   	PAST-say-NMLZ
say               	VB,VBP            	ngi-amia                    	REFL-say
say               	VB,VBP            	ngi-m<iya>iya               	NGI-<RED>say
say               	VB,VBP            	ngi-miya                    	REFL-say
say               	VB,VBP            	p<ea>laela                  	<RED>say
say               	VB,VBP            	p<ela>ela                   	<RED>say
say               	VB,VBP            	pa-iya                      	CAUS-say
say               	VB,VBP            	pealaela=nga                	say=PFV
say               	VB,VBP            	pelaela                     	say
say               	VB,VBP            	sa-iya                      	when-say
say               	VB,VBP            	ta-iya-ane=li               	LOC-say-NMZ=1S.BG
say               	VB,VBP            	ta-iya.\                    	NMLZ-say
say               	VB,VBP            	ta-ngi-mia-mia-ane          	NMLZ-self-RED-say-NMLZ
say               	VB,VBP            	ta-pelaela-ane=li           	NMLZ-say-NMLZ=1S.BG
say               	VB,VBP            	ta=iya                      	1P(IN).BN=say
say               	VB,VBP            	yasi==                      	say
search            	VB                	sila-silape                 	RED-search
search            	VB                	silape                      	search
search            	VB                	takusilasilapu              	while-RED-search
see               	VB,VBP            	dre-dre-dreele              	RED-RED-see
see               	VB,VBP            	dre-dre-drele               	RED-RED-see
see               	VB,VBP            	dre-dreele                  	RED-see
see               	VB,VBP            	dre-dreelre                 	RED-see
see               	VB,VBP            	dre-drel-ane                	RED-see-NMLZ
see               	VB,VBP            	dre-drele                   	RED-see
see               	VB,VBP            	dreeele,_                   	see
see               	VB,VBP            	dreele                      	see
see               	VB,VBP            	dreele-a                    	see-IMP
see               	VB,VBP            	dreele-a,\                  	see-IMP
see               	VB,VBP            	dreele-ana                  	see-firstly
see               	VB,VBP            	dreele-ane                  	see-NMLZ
see               	VB,VBP            	dreele-ane=ta               	see-NMLZ=1P(IN).BN
see               	VB,VBP            	dreele=nga                  	see=PFV
see               	VB,VBP            	dreele=numi                 	see=2P.BN
see               	VB,VBP            	dreelre                     	see
see               	VB,VBP            	drela                       	see
see               	VB,VBP            	drele                       	see
see               	VB,VBP            	drele==                     	see
see               	VB,VBP            	drele=iniane                	see=3S.FO
see               	VB,VBP            	drelel                      	see
see               	VB,VBP            	drelel=aku                  	see=1S.BN
see               	VB,VBP            	drelre                      	see
see               	VB,VBP            	lu-drelel=aku               	when-see=1S.BN
see               	VB,VBP            	nau-drele                   	want-see
see               	VB,VBP            	pa-dre-drele                	CAUS-RED-see
see               	VB,VBP            	sa-drele                    	when-see
see               	VB,VBP            	ta-drele-ane=ini            	NMLZ-see-NMLZ=3S.BG
see               	VB,VBP            	ta-u-ma-dre-dreele-ane      	LOC-go-RECP-RED-see-NMLZ
see               	VB,VBP            	taki                        	see-RED-NMLZ=3S.BG
see               	VB,VBP            	w-a-dre-dre-dreelele        	ACT-RLS-RED-RED-see
see               	VB,VBP            	w-a-dre-dre-drele           	ACT-RLS-RED-RED-see
see               	VB,VBP            	w-a-drele                   	ACT-RLS-see
see               	VB,VBP            	w-a-drele=su                	ACT-RLS-see=2S.BN
sell              	VB,VBP            	kilangai                    	sell
sent              	VBN               	<L2Msongdao                 	sent
separate          	JJ                	a-pavala                    	A-separate
separate          	JJ                	lupau-drusa-ane             	separate-two-NMLZ
separate          	JJ                	maka-mau-vaga-vagai=nga     	POSS.MOD-MAU-RED-separate=PFV
separate          	JJ                	mau-vaga-vagay              	MAU-RED-separate
serious           	JJ                	ngi-caeme                   	REFL-serious
serious           	JJ                	pakialringaw                	serious
shake             	VB                	dingi-dingi                 	RED-shake
shake             	VB                	lrungulrungu                	shake
shake             	VB                	lungu-lungulungulu          	RED-shake
shake             	VB                	ngi-velevele                	REFL-shake
shake             	VB                	sa-vele-velevele            	when-RED-shake
shake             	VB                	vele-velevele               	RED-shake
shoulder          	JJR,VB            	tukudru                     	shoulder
shoulder          	JJR,VB            	w-a-dukudru                 	ACT-RLS-shoulder
show              	VB                	pathingale                  	show
sing              	VBG               	seasenay                    	sing
sissy             	JJ                	avi-kicane,\                	AVI-sissy
sissy             	JJ                	i-avi-ki^cane=su            	FUT-AVI-sissy=2S.BN
sissy             	JJ                	palase.\                    	sissy
sissy             	JJ                	viki^cane                   	sissy
sleep             	JJ,VB,VBP         	apece                       	sleep
sleep             	JJ,VB,VBP         	apece.\                     	sleep
sleep             	JJ,VB,VBP         	apece=nga                   	sleep=PFV
sleep             	JJ,VB,VBP         	lri-apece                   	FUT-sleep
sleep             	JJ,VB,VBP         	lri-apece=nay               	FUT-sleep=1P(EX).BN
sleep             	JJ,VB,VBP         	pece                        	sleep
sleep             	JJ,VB,VBP         	sa-apece                    	when-sleep
sleep             	JJ,VB,VBP         	sara-ape-apece              	early-RED-sleep
sleep             	JJ,VB,VBP         	shui                        	sleep
sleep             	JJ,VB,VBP         	shuijiao                    	sleep
sleep             	JJ,VB,VBP         	ta-pe-apec-ane              	NMLZ-RED-sleep-NMLZ
sleep             	JJ,VB,VBP         	ta-pe-apece-ane=ini.\       	NMLZ-RED-sleep-NMLZ=3S.BG
sleep             	JJ,VB,VBP         	w-a-apece                   	ACT-RLS-sleep
slow              	JJ                	ngiabalai                   	slow
slow              	JJ                	ngiabalay                   	slow
small             	JJ                	kua-tiki,\                  	KUA-small
small             	JJ                	ngutiki                     	small
small             	JJ                	pangu-tiki                  	use-small
small             	JJ                	tiki-ane                    	small-NMLZ
small             	JJ                	tiki-ane.\                  	small-NMLZ
smart             	JJ                	ka-lrikilri                 	STAT.IRR-smart
soft              	JJ                	karalruingi,_               	soft
sometimes         	VBZ               	laikay                      	sometimes
sound             	VBP               	mararariau                  	sound
sour              	JJ                	ma-lriw                     	sour
spinning          	VBG               	paelege.\                   	spinning
spread            	VBN               	mu-gugu=nga                 	go-spread=PFV
spread            	VBN               	ngi-sarade                  	self-spread
spread            	VBN               	pa-ugugu=ini,               	CAUS-spread=3S.BG
stand             	VB                	cegecege                    	stand
stand             	VB                	ki-ta-ngi-dra<ka>kale-ane   	KI-LOC-REFL-<RED>stand-NMLZ
start             	VB,VBP            	kaishiL2M>,\                	start
start             	VB,VBP            	pasagil                     	start
start             	VB,VBP            	pathagili                   	start
steal             	VBZ,VBP           	k<ua>upa                    	<RED>steal
steal             	VBZ,VBP           	kuaupa                      	steal
steal             	VBZ,VBP           	kupa                        	steal
steal             	VBZ,VBP           	kupa-ini                    	steal-3S.BG
steal             	VBZ,VBP           	kupa=ini                    	steal=3S.BG
steal             	VBZ,VBP           	kwaubauba                   	steal
steal             	VBZ,VBP           	na=k<ua>upa                 	PAST-<RED>steal
steal             	VBZ,VBP           	ni-kupa-ane                 	PASS-steal-NMLZ
steal             	VBZ,VBP           	w-a-kupa                    	ACT-RLS-steal
steal             	VBZ,VBP           	wa-kupa                     	ACT-RLS-steal
sting             	VBG               	ki-lange-langedre           	PASS-RED-sting
sting             	VBG               	ki-langedre                 	PASS-sting
sting             	VBG               	lange-langedre              	RED-sting
sting             	VBG               	sana-dai-daisi              	want-RED-sting
strange           	JJ                	asiamia                     	strange
stress            	VBP               	zhongshi                    	stress
strong            	JJ                	ka-garange=su.\             	STAT.IRR-strong=2S.BN
strong            	JJ                	ma-rakace                   	STAT.RLS-strong
support           	VB                	drakale                     	support
surprise          	JJ                	ka-samali                   	STAT.IRR-surprise
surprise          	JJ                	ngi-tuluku                  	REFL-surprise
surprise          	JJ                	pa-ngi-tuluku               	CAUS-self-surprise
surprised         	VBN,JJ,VBD        	ka-samali                   	STAT.IRR-surprised
surprised         	VBN,JJ,VBD        	ka-samali-mali              	STAT.IRR-surprised-RED
surprised         	VBN,JJ,VBD        	ka-samali.\                 	surprised
surprised         	VBN,JJ,VBD        	ma-samali,\                 	STAT.RLS-surprised
surprised         	VBN,JJ,VBD        	samalri                     	surprised
sway              	VB                	i-rarenge=su                	FUT-sway=2S.BN
sway              	VB                	yara==-rarui                	YARA-sway
sweat             	VB                	igipi==-                    	sweat
sweat             	VB                	lri-kaugipi=su              	FUT-sweat=2SG.NOM
sweep             	VB,VBP            	a-swape-ane,\               	NMLZ-sweep-NMLZ
sweep             	VB,VBP            	i-suape=nay                 	I-sweep=1P(EX).BN
sweep             	VB,VBP            	ki-suape-ane                	get-sweep-NMLZ
sweep             	VB,VBP            	lri-suape=nay               	FUT-sweep=1P(EX).BN
sweep             	VB,VBP            	seledre                     	sweep
sweep             	VB,VBP            	suape                       	sweep
swing             	VBG,VB,VBP        	^tuma,\                     	swing
swing             	VBG,VB,VBP        	a-ngi-ta<lai>laisi.\        	become-REFL-<RED>swing
swing             	VBG,VB,VBP        	lu                          	REFL-swing==2S.BN
swing             	VBG,VB,VBP        	lu-ngi-talaisi              	when-REFL-swing
swing             	VBG,VB,VBP        	mu-a-ngi-talaisi            	go-RLS-REFL-swing
swing             	VBG,VB,VBP        	ngi-a-ta<lai>laisi          	REFL-RLS-<RED>swing
swing             	VBG,VB,VBP        	ngi-a-ta<lai>laisi,\        	REFL-RLS-<RED>swing
swing             	VBG,VB,VBP        	ngi-a-talaisi.\             	REFL-RLS-swing
swing             	VBG,VB,VBP        	ngi-ta<lai>laisi            	REFL-<RED>swing
swing             	VBG,VB,VBP        	ngi-ta<lai>laisi.\          	REFL-<RED>swing
swing             	VBG,VB,VBP        	ngi-ta<lai>lasi,\           	manner-<RED>swing
swing             	VBG,VB,VBP        	ngi-talai,                  	REFL-swing
swing             	VBG,VB,VBP        	ngi-talaisi                 	REFL-swing
swing             	VBG,VB,VBP        	ngi-talaisi                 	manner-swing
swing             	VBG,VB,VBP        	ngi-talaisi,\               	manner-swing
swing             	VBG,VB,VBP        	ngi-talaisi-ane             	manner-swing-NMA
swing             	VBG,VB,VBP        	ngi-talaisi-ane             	manner-swing-NMLZ
swing             	VBG,VB,VBP        	ngi-talaisi=su              	REFL-swing=2S.BG
swing             	VBG,VB,VBP        	ngi-talaisi=su              	REFL-swing=2S.BN
swing             	VBG,VB,VBP        	ta-ngi-ngi-ta<lai>laisi-ane,\	NMLZ-REFL-RED-<RED>swing-NMLZ
swing             	VBG,VB,VBP        	ta-ngi-ta<lai>laisi-ane     	NMLZ-REFL-<RED>swing-NMLZ
swing             	VBG,VB,VBP        	ta-ngi-talaisi-ane          	NMLZ-REFL-swing-NMLZ
swing             	VBG,VB,VBP        	ta-ngi-talaisi-ane=ini,\    	NMLZ-REFL-swing-NMLZ=3S.BG
swing             	VBG,VB,VBP        	talaisi                     	swing
swing             	VBG,VB,VBP        	talaisi,\                   	swing
swing             	VBG,VB,VBP        	talaisi.\                   	swing
swing             	VBG,VB,VBP        	talaisi._                   	swing
swing             	VBG,VB,VBP        	talaisi=ta                  	swing=1P(IN).BG
swing             	VBG,VB,VBP        	talaisi=ta,_                	swing=1P(IN).BN
swing             	VBG,VB,VBP        	tiyuma                      	swing
swing             	VBG,VB,VBP        	tiyuma.\                    	swing
swing             	VBG,VB,VBP        	tu-ngi-a-talaisi            	TU-REFL-RLS-swing
swing             	VBG,VB,VBP        	tu==ma=lini                 	swing=3P.BG
swing             	VBG,VB,VBP        	tuma                        	swing
take              	VB,VBP            	(m)alra                     	take
take              	VB,VBP            	a-lra-lra                   	take-RED-take
take              	VB,VBP            	a-malra-ane                 	NMLZ-take-NMLZ
take              	VB,VBP            	alra                        	take
take              	VB,VBP            	alra,\                      	take
take              	VB,VBP            	alra-ane                    	take-NMLZ
take              	VB,VBP            	ecenge                      	take
take              	VB,VBP            	ki-a-malra                  	PASS-RLS-take
take              	VB,VBP            	ki-tu<kunu>kunui            	take<RED>jelly
take              	VB,VBP            	lalra                       	take
take              	VB,VBP            	lri-malra                   	IRR-take
take              	VB,VBP            	lu-malra                    	when-take
take              	VB,VBP            	maka-malra                  	POSS.MOD-take
take              	VB,VBP            	maka-malra                  	RECP-take
take              	VB,VBP            	maka-malra-ane              	RECP-take-NMLZ
take              	VB,VBP            	malra                       	take
take              	VB,VBP            	malra,_                     	take
take              	VB,VBP            	malra-madu                  	take-must
take              	VB,VBP            	malra-malra                 	RED-take
take              	VB,VBP            	malra-malra.\               	RED-take
take              	VB,VBP            	malra-malra=li              	RED-take=1S.BG
take              	VB,VBP            	malra=aku                   	take=1S.BN
take              	VB,VBP            	malra=ini                   	take=3S.BG
take              	VB,VBP            	malra=ini,                  	take=3S.BG
take              	VB,VBP            	malra=nga                   	take=PFV
take              	VB,VBP            	malra=su                    	take=2SG.NOM
take              	VB,VBP            	mu-alra-ane                 	go-take-NMLZ
take              	VB,VBP            	nai-malra                   	FUT-take
take              	VB,VBP            	ngu-a-kalra                 	take-RLS-be.many
take              	VB,VBP            	ngu-kalra                   	take-be.many
take              	VB,VBP            	ngu-vaeva                   	take-one
take              	VB,VBP            	sa-malra                    	when-take
take              	VB,VBP            	sana-malra-malra            	want-RED-take
take              	VB,VBP            	ta-malra-malr-ane           	NMLZ-RED-take-NMLZ
take              	VB,VBP            	ta-malra-malr-ane-ini       	NMLZ-RED-take-NMLZ-3SG.GEN
take              	VB,VBP            	ta-malra-malr-ane=ini       	NMLZ-RED-take-NMLZ=3S.BG
take              	VB,VBP            	ta-malra-malra-ane          	NMLZ-RED-take-NMLZ
take              	VB,VBP            	w-a-malra                   	RLS-take
take              	VB,VBP            	w-a-malra                   	ACT-RLS-take
take              	VB,VBP            	w-a-malra,\                 	ACT-RLS-take
take              	VB,VBP            	w-a-malra-malra             	ACT-RLS-RED-take
take              	VB,VBP            	wa-malra                    	RLS-take
take              	VB,VBP            	wa-malra-malra              	RLS-RED-take
talk              	VB,VBP            	kauriva                     	talk
talk              	VB,VBP            	ki-a-kau<ria>riva           	PASS-RLS-<RED>talk
talk              	VB,VBP            	ki-a-kau<rira>^rira,\       	PASS-RLS-<RED>talk
talk              	VB,VBP            	ki-a-matikai                	PASS-RLS-talk
talk              	VB,VBP            	kia-matikai                 	pass-talk
talk              	VB,VBP            	la-p<ela>ela                	then-<RED>talk
talk              	VB,VBP            	maka-kauriva                	POSS.MOD-talk
talk              	VB,VBP            	p<ela>ela                   	<RED>talk
talk              	VB,VBP            	p<ela>ela                   	talk
talk              	VB,VBP            	taru-malra                  	TARU-talk
tall              	JJ                	a-belenge                   	STAT-tall
teach             	VB,VBP            	a-bu-bulru                  	RLS-RED-teach
teach             	VB,VBP            	abuluane                    	teach
teach             	VB,VBP            	bulru                       	teach
teach             	VB,VBP            	ki-bulru-bulru              	PASS-RED-teach
teach             	VB,VBP            	sa-bulru-ane                	SA-teach-NMLZ
teach             	VB,VBP            	ta-bulru-bulru-ane          	LOC-RED-teach-NMLZ
teach             	VB,VBP            	wa-bulru=nay-ane            	RLS-teach=1P(EX).BN
tell              	VB,VBP            	a-pelaela-ane=li            	NMLZ-tell-NMLZ=1S.BG
tell              	VB,VBP            	lri-pelaela=aku             	FUT-tell=1S.BN
tell              	VB,VBP            	pelaela                     	tell
terrible          	JJ                	mati-kiu-kiucu              	very-RED-terrible
thick             	JJ                	ma-ru-rudrumu               	STAT.RLS-RED-thick
think             	VB,VBP            	a-thingale-ane-ta           	NMLZ-think-NMLZ=1P(IN).BG
think             	VB,VBP            	kidredreme-ane,_            	think-NMLZ
think             	VB,VBP            	ngu-lringaw=aku             	NGU-think=1SG.NOM
think             	VB,VBP            	pu-a-lringa-lringaw         	put-RLS-RED-think
think             	VB,VBP            	pu-a-lringau-lringau-lringau	put-RLS-RED-RED-think
think             	VB,VBP            	pu-lringa-lringaw           	put-RED-think
tie               	VBN,VB            	ni-kelenge-ane              	NMLZ-tie-NMLZ
tie               	VBN,VB            	pa-karenge                  	CAUS-tie
tie               	VBN,VB            	pa-lraugu                   	CAUS-tie
tie               	VBN,VB            	pa-raisi,\                  	CAUS-tie
tired             	VBN               	kualri,_                    	tired
tired             	VBN               	sa-kidulru=nga              	when-tired=PFV
tiring            	VBG               	kualri.\                    	tiring
top               	JJ                	mu-belenge,\                	go-top
touch             	JJ,VB             	ece-ecenge                  	RED-touch
touch             	JJ,VB             	ecenge                      	touch
touch             	JJ,VB             	ecenge=su                   	touch=2S.BN
touch             	JJ,VB             	kuini                       	touch
touch             	JJ,VB             	lri-maka-ecenge             	FUT-can-touch
touch             	JJ,VB             	sa-ecenge                   	when-touch
touch             	JJ,VB             	sua-sua-sulape              	RED-RED-touch
touch             	JJ,VB             	tanaisi                     	touch
touch             	JJ,VB             	w-a-e<ce>cenge              	ACT-RLS.<RED>touch
touch             	JJ,VB             	w-a-ece<ce><ce>nge          	ACT-RLS-<RED>-<RED>-touch
touch             	JJ,VB             	wa-ce-cecenge               	RLS-RED-touch
traditional       	JJ                	chuantong                   	traditional
treated           	VBN               	pa-sudaulru                 	CAUS-treated
tree              	JJ                	angatu                      	tree
tree              	JJ                	angatu,\                    	tree
tree              	JJ                	angatu.\                    	tree
tree              	JJ                	angtu                       	tree
tree              	JJ                	la-angatu                   	PL-tree
tree              	JJ                	ta-(a)ngatu-ane             	NMLZ-tree-NMLZ
use               	VB,VBP            	^sarakayane                 	use
use               	VB,VBP            	a-arakay                    	A-use
use               	VB,VBP            	arakay                      	use
use               	VB,VBP            	arakay==                    	use
use               	VB,VBP            	arakay=ta                   	use=1P(IN).BN
use               	VB,VBP            	nia-arakay-ane              	NIA-use-NMLZ
use               	VB,VBP            	pa-pangua                   	RED-use
use               	VB,VBP            	pangu                       	use
use               	VB,VBP            	pangu-dalra-dalrane         	use-RED-field
use               	VB,VBP            	pangu-dalrane=su.\          	use-field=2S.BN
use               	VB,VBP            	pangu-nganga                	use-open
use               	VB,VBP            	pangu-tiki                  	use-small
use               	VB,VBP            	pangua                      	use
use               	VB,VBP            	pangua-lratuku==            	use-through
use               	VB,VBP            	parakay                     	use
use               	VB,VBP            	sa-ara-kay-kay-ane          	NMLZ-use-RED-use-NMLZ
use               	VB,VBP            	sa-arakay-ane               	when-use-NMLZ
use               	VB,VBP            	sa-arakay-ane               	NMLZ-use-NMLZ
use               	VB,VBP            	ta-ececenge-ane             	NMLZ-use-NMLZ
use               	VB,VBP            	yong                        	use
wade              	VB                	talubalre                   	wade
wait              	VB,VBP            	ki-lavalava                 	PASS-wait
wait              	VB,VBP            	lri-adraudrau=numi          	FUT-wait=2P.BN
wait              	VB,VBP            	lri-tara-e-adraw-draw=su    	FUT-NEC.MOD-FIL-wait-RED=2S.BN
wait              	VB,VBP            	mu-a-ka-lava                	go-REAL-state-wait
wait              	VB,VBP            	sa-ki-lavalava-ane          	when-PASS-wait-NMLZ
wait              	VB,VBP            	u-ka-lavalava               	go-STAT.IRR-wait
wait              	VB,VBP            	ukalava                     	wait
walk              	VBN,VB,VBP        	ka-tuase                    	STAT.IRR-walk
want              	VB,VBP            	<L2MyaobaL2M>,\             	want
want              	VB,VBP            	lapi                        	want
want              	VB,VBP            	madu                        	want
want              	VB,VBP            	nau                         	want
want              	VB,VBP            	nau-drele                   	want-see
want              	VB,VBP            	nau-mu-a                    	want-go-RLS
want              	VB,VBP            	naw                         	want
want              	VB,VBP            	naw-palribulu               	want-save
want              	VB,VBP            	naw==,\                     	want
want              	VB,VBP            	sana-dai-daisi              	want-RED-sting
want              	VB,VBP            	sana-garauraucu             	want-catch
want              	VB,VBP            	sana-malra-malra            	want-RED-take
want              	VB,VBP            	yao                         	want
want              	VB,VBP            	yapi-karudra=nga            	want-marry=PFV
wash              	VB,VBP            	a-sinaw-ane                 	A-wash-NMLZ
wash              	VB,VBP            	sinaw                       	wash
watch             	VB                	a-drangalru-ane             	NMLZ-watch-NMLZ
